x1,y
200,629.4792784174758
201,539.4660638225919
202,634.8289221229307
203,532.9466638652717
204,612.5711054629712
205,641.6754243966399
206,583.59966052863
207,553.8825588168675
208,595.9345513755575
209,634.2300785656544
210,662.2796057584492
211,584.6280506191952
212,610.4013240554438
213,598.1715345239608
214,592.0421674428184
215,613.6272880691697
216,560.9908750198416
217,567.5186586203986
218,573.7913113615294
219,654.8348199682644
220,629.0778262273359
221,646.0733808137805
222,598.7211375439947
223,670.8801794207191
224,597.2416081205253
225,596.9537668348694
226,645.4686133989325
227,587.2781700179261
228,599.9632953781189
229,598.0354898725994
230,638.989548567484
231,674.3495106343404
232,629.6676680988865
233,701.565864532237
234,658.2881744812985
235,638.4527410336185
236,628.2634352526782
237,692.9315848221052
238,698.917435052022
239,719.3734041696871
240,649.7342650586442
241,671.9600743800776
242,707.1365792080696
243,670.6956729352273
244,694.694061912695
245,673.6108851584577
246,682.5646515932235
247,686.6162225519166
248,749.6886039284246
249,686.966005816541
250,754.2014528300299
251,678.8449091542104
252,668.943664978311
253,724.9100932257712
254,702.6124074981134
255,731.0922505468777
256,702.7234108879128
257,677.719476554652
258,719.2022274262349
259,746.0954318859023
260,779.4924131967555
261,735.5353165056098
262,793.6279843515173
263,732.8985672105276
264,724.6749977936386
265,741.8110351703865
266,743.5531995943522
267,795.096674654141
268,719.9910314656544
269,711.5902550159472
270,810.3873898745658
271,745.1323162413705
272,784.0308841913361
273,791.4375319659533
274,758.9926726089552
275,778.7376154644758
276,809.6619805590719
277,742.336302034212
278,825.5959200161359
279,779.2869095532782
280,764.9773497926017
281,736.4284973215598
282,733.2360506545181
283,790.2433079345736
284,775.6006616647838
285,754.9219981367329
286,818.45308752221
287,803.3654190364338
288,762.99071405496
289,751.8962925987588
290,766.5095589938753
291,773.6702250320621
292,849.8994176189128
293,854.6957641082133
294,848.4892645416865
295,857.6815646938834
296,859.1441131723121
297,837.0282018357073
298,774.5067951752561
299,870.7821685673664
300,870.4438000338414
301,799.2807575589529
302,814.2157743094137
303,879.4665190968117
304,885.7238975052331
305,857.425087557026
306,859.1921875072395
307,901.9580902291946
308,865.3049644000436
309,816.6169859383768
310,862.869445970602
311,840.1178086876171
312,887.7167021160709
313,917.2711832078035
314,887.8261344287357
315,890.5057003006993
316,892.2551826328246
317,840.7202175780037
318,876.3362318788486
319,838.5817780577655
320,846.3125279296769
321,825.0579670283009
322,877.0224679687888
323,919.6949520081522
324,913.3390433187075
325,856.5992739156375
326,887.4389197689802
327,867.0563921341188
328,907.4109999710831
329,888.155582162318
330,865.7817620396528
331,854.0341825869414
332,952.5284456322482
333,907.8601732299027
334,891.5042320477158
335,872.8055789224962
336,892.8284566927522
337,962.1926688452043
338,904.0087522315258
339,926.9338250450418
340,921.6607087656763
341,915.4096399434492
342,973.2444474902377
343,976.4877847733378
344,914.0746094571226
345,972.2508487947779
346,918.1141754786486
347,990.9558722225639
348,990.5017024428598
349,977.7544181264415
350,934.96327339373
351,916.6832388950197
352,970.4782297497728
353,929.1685488410808
354,910.0221257840337
355,926.3203640689537
356,993.4797798015001
357,925.8044938300054
358,991.0202656025273
359,998.0450652979918
360,972.933161724644
361,950.9189986551996
362,999.4011767980443
363,958.1032031373989
364,985.5629843434674
365,1012.9808199508248
366,1039.6927312502874
367,957.5570016604759
368,1033.8977372527265
369,984.1742695764718
370,957.7708618809356
371,968.8396271138852
372,1043.1108915887532
373,967.6695799072434
374,1064.9028275976468
375,982.7480162597143
376,1060.7807575212892
377,1079.9933568224264
378,1069.5742997116386
379,987.0285025945872
380,1073.3482268943724
381,1055.7750619256478
382,1069.9096769544935
383,1067.5826698591304
384,993.4761147949349
385,1006.8404329089659
386,1046.8161603555252
387,1029.16818765267
388,1102.4942797078015
389,1042.2573770825088
390,1006.4179294289838
391,1067.443751980886
392,1011.3396269846378
393,1097.7870983761868
394,1009.803912335675
395,1087.6356935893527
396,1065.0399227064281
397,1131.829006527307
398,1047.9549650584247
399,1096.9148592111308
